"doc_id","Tweet","sentiment"
"xdoc1090","A 64 bit phone with less than 4 gigs of ram has just about as much utility as a female condom.  #iphone #crapple @apple",0
"xdoc1091","@apple please fix your chargers ok thx bye",0
"xdoc1092","I think @apple have lost the plot with the 5c, it's made out of plastic for Christ sake. Nobody will buy it, and if they do, they're mad",-1
"xdoc1093","I'm not sure if the C in @Apple's new iPhone 5c stands for cheap or China. Either way, at $549, it is certainly not cheap.",-1
"xdoc1094","@Blackberry #IChooseBlackberry10 best keyboard, swiftest multitasking, and no NSA backdoor. @apple and @google can suck my data trail.",0
"xdoc1095","Androids better anyway. ""@ouukillem: Get ya stuff together or i'm switching to android @Apple""",1
"xdoc1096","@JoshAnderson09 @Apple no, you won't be HIP. and that's WORSE THAN DYING",-1
"xdoc1097","@Apple does not care about their customers.",0
"xdoc1098","@Apple definitely gone give the #NSA ur #fingerprints be a fool if u want too.",-1
"xdoc1099","@Apple you just missed the 'Black' one - so when you are copying that too ? @Nokia ;D http://sdrv.ms/161BQVl",-1
"xdoc1100","My iphones wifi network hasnt worked for nearly a week..I hope @apple can fix it or im switching. #theregoesallmydatausage #pissedout",1
"xdoc1101","A teaser trailer of @apple 2013 macbook pro. freak you!!!",-1
"xdoc1102","@twitter @apple @mac WHY ARENT PICTURES LOADING FIX UR stuff",0
"xdoc1103","@7evenStarz @Apple I think the iPhone 5s is a joke. But your statements are misleading.  You're blinded by your hatred of a stupid phone.",-1
"xdoc1104","I used 30% of my battery texting. @apple give the next iPhone a better battery, this one sucks.",0
"xdoc1105","@extrodilarry @Apple freakONG YEAH APPLE WTF",0
"xdoc1106","@ughnarrybye I SHOULD O && IMESSAGE IS BEING A BUTTHOLE AS USUALLY @apple get your stuff together please",0
"xdoc1107","@DeltaAssist *EP it gets worse. The notification remains even after the app is removed. Totally invasive. @apple",-1
"xdoc1108","You guys at @apple have me F**** if you think your going to catch me slipping with that fingerprint ish",0
"xdoc1109","@apple Steve jobs didn't die for you to freak up my phone and not let me see nudes on twitter.",-1
"xdoc1110","Decided! I'll never buy an Iphone. @apple",0
"xdoc1111","Nothing short of a disgrace @Apple @Facebook @Amazon refuse 2 divulge carbon emissions data to global NGO CDP, http://bit.ly/18Xc8Dk",-1
"xdoc1112","freak y'all for creating iTunes @Apple",-1
"xdoc1113","Wife's ""i4"" used to last 3-4 days on a ""#fullcharge"" before OS update now full charge only last 24 hrs - shame on you @Apple!!! Pls Retweet!",-1
"xdoc1114","iTunes doesn't sell Simple and Clean. What the freak did I ever do to you @apple??",0
"xdoc1115","THE WORST !  RT @Mati_uCurvegawd: Yooo @apple why my iPhone 5 battery so sus?",-1
"xdoc1116","over 500 pictures deleted and I still have /only/ one goddarn GB wtf @apple",0
"xdoc1117","freak @apple I knew y'all had Siri undercover.",-1
"xdoc1118","Disappointing RT @joconfino: Nothing short of a disgrace @Apple @facebook @amazon refuse 2 divulge CO2 http://bit.ly/18Xc8Dk  cc @CDProject",-1
"xdoc1119","I hate my phone. It's slow, freezes and it's not up to date with today, I feel. @apple & @sprint would rather charge us hundreds to upgrade",-1
"xdoc1120","STILL WONT CHARGE DAFUQ @apple",0
"xdoc1121","I'm sick of screen shots. Y'all freaked up the game @Apple",-1
"xdoc1122","Fix iMessage got darnit!!! @Apple",0
"xdoc1123","I really hate it that @Apple switched to @IntelCPU...that really sucks ant balls. I might as well just buy a Windows machine now.",-1
"xdoc1124","#TaxAvoidance and now not disclosing Carbon footprint? Shame on you, @Apple, @Facebook and @Amazon http://gu.com/p/3tyep/tw  via @guardian",-1
"xdoc1125","@apple since steve jobs died u suck nerds WTF IS THE IPHONE 5/5C/S switching to @SamsungMobile",-1
"xdoc1126","SO disappointed in @Apple  Sold me a Macbook Air that WONT run my apps. SO I have to drive hours to return it. They wont let me ship it.",-1
"xdoc1127","figure out your stuff @Apple",0
"xdoc1128","Dear @apple killing the Cards app? Really upset. Ease, fun, speed--and you killed it? #notcool #deepfail",-1
"xdoc1129","Not sure if its @verizonwireless signal or @apple iPhone but I am done with this lack of signal bullstuff!",-1
"xdoc1130","stop making new iPhones and improve the darn chargers come on man! @apple",1
"xdoc1131","Nothing short of a disgrace @Apple @facebook @amazon refuse 2 divulge carbon emissions data to global NGO CDP, http://bit.ly/18Xc8Dk",-1
"xdoc1132","Yooo @apple freak is my update @",-1
"xdoc1133","Twitter and snapchat works but my iMessage always freaks up. What the freak @apple",-1
"xdoc1134","Why is my phone so freaked up none of my pictures will load and my apps won't update and I can't get texts???? What the heck @apple",-1
"xdoc1135","@Apple. Safari isn't that great. Stop making me use it to watch your freaking keynote!!!",0
"xdoc1136","@apple freak YOU AND YOU STUPID butt CHARGERS  I HATE YOU ! WHY ARE THEY ALWAYS HAVING SHORTAGES LIKE WTF",-1
"xdoc1137","iphone 5s and 5c are so freaking boring @apple u spent a year making the fingerprint? :/",-1
"xdoc1138","This is literally my 5th charger to break freak you @apple",-1
"xdoc1139","scum @apple",-1
"xdoc1140","@apple IM NOT KIDDING WHY THE freak CANT I USE ITALICS ON AN IPHONE FOH!!",-1
"xdoc1141","@jlilest @Apple don't even get me started, if my iPhone had a face I would punch it",-1
"xdoc1142","@apple your stupid ""iPhone"" is making me look like a fool w all the misspellings! If it happens again ill see you in court, motherfreaker",-1
"xdoc1143","pictures on here won't load freak you @twitter @apple",-1
"xdoc1144","freak you for not having a 5S preorder, @Apple.",-1
"xdoc1145","@Apple is trying to force me to update the iOS by crashing every time I try editing a photo and acting like a weird cow. freak you, @apple.",-1
"xdoc1146","They beasted RT @Apple: go freak yourself ""@RespectRoyalty5: Apple needs to get that bum butt iPhone 5c off the website""",-1
"xdoc1147","freak you @apple my battery is stuff, you should be ashamed, that is all",-1
"xdoc1148","freak you @apple @siri",-1
"xdoc1149","@verizon  @apple I HATE y'all",-1
"xdoc1150","freak YAL AND YAL CHEAP butt CHARGERS I BEEN THROUGH 7 OF DEM things @apple",-1
"xdoc1151","I S2G IF I LOSE ALL MY MUSIC AND PICTURES AGAIN IM GOING TO freakING SUE U @APPLE",-1
"xdoc1152","im gonna cry wtf i hate you @itunes @apple",-1
"xdoc1153","@apple I just cracked my iPhone for the second time this month I hate u",-1
"xdoc1154","freak you @apple pay me",-1
"xdoc1155","I hate how my phone won't focus when I take a picture with flash wow frick off @apple @iphone",0
"xdoc1156","freak you @Apple. Hoping your company goes bankrupt. Yours sincerely, an envious yet loyal customer of every product of yours #Oxymoron",0
"xdoc1157","And this is a reason why I despise @Apple and their ""Innovations"". We didn't like them then OR NOW pic.twitter.com/29piIeQ0ue",0
"xdoc1158","I freaking hate you @apple",-1
"xdoc1159","@autocorrect @iphone @apple I h8 u",0
"xdoc1160","Apparently I erred in called @telus scumbags apparently the scumbaggery belongs to @apple",0
"xdoc1161","Siri is the biggest piece of stuff I've ever encountered probably the biggest disappointment by Apple to date @apple",-1
"xdoc1162","I swear my MacBook and iPhone  dies so fast. freak you @apple",-1
"xdoc1163","I hate my iPhone @apple",-1
"xdoc1164","oh and freak U @APPLE UR stuff",-1
"xdoc1165","iphone 5c is ugly as heck what the freak @apple @iphonecompanies",-1
"xdoc1166","freak YOU @APPLE",-1
"xdoc1167","freak you @apple",-1
"xdoc1168","@APPLE YOU RUINED MY LIFE",-1
"xdoc1169","@apple I hate apple!!!!!",-1
"xdoc1170","@apple worst customer service ever.",-1
"xdoc1171","@Apple YOU COW",0
"xdoc1172","you guys are cheep little freaks and I hope u get testicular cancer and loose a nut @apple",-1
"xdoc1173","We should boycott @Apple or freakin flame them or something like how they have all this money but can't make stable chargers #freakApple",1
"xdoc1174","wtf @telstra @apple why would you have pre-order for the 5c the crap phone no one wants and not the 5s i hate you plz die",-1
"xdoc1175","Hate you @apple",-1
"xdoc1176","freak u @apple",-1
"xdoc1177","freak @apple",-1
"xdoc1178","WHY CANT I freakING SEE PICTURES ON MY TL IM ANNOYED freak YOU @TWITTER @APPLE",-1
"xdoc1179","@APPLE YOU freakING COWS freak YOU",-1
"xdoc1180","@apple I hate you why is my phone not working I'm going to freak out",-1
"xdoc1181","@aGounalakis that's nasty! @apple is a nasty brat",-1
